profundidad,tipomagnitud,id_pdf_tematico,intensidad,referencia3,createdAt,latitud,reporte_acelerometrico_pdf,longitud,hora_utc,hora_local,mapa,idlistasismos,publicado,referencia,updatedAt,referencia2,informe,codigo,numero_reporte,magnitud,fecha_utc,fecha_local
29,,0,III-IV  Lomas,,2023-01-02T19:24:29.000Z,-16.06,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20230001_20230103_002048.pdf,-75.05,,1970-01-01T19:20:48.000Z,,8407,1,"59 km al S de Lomas, Caraveli - Arequipa",2023-01-02T19:24:29.000Z,,,2023-0001,1,4.5,,2023-01-02T00:00:00.000Z
93,,0,III  Tacna,,2023-01-02T21:12:15.000Z,-18.36,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20230002_20230103_020955.pdf,-70.07,,1970-01-01T21:09:55.000Z,,8408,1,"43 km al SE de Tacna, Tacna - Tacna",2023-01-02T21:12:15.000Z,,,2023-0002,2,4,,2023-01-02T00:00:00.000Z
72,,0,III  Quilca,,2023-01-02T23:34:53.000Z,-16.68,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20230003_20230103_043219.pdf,-72.44,,1970-01-01T23:32:19.000Z,,8409,1,"4 km al NO de Quilca, Camana - Arequipa",2023-01-02T23:34:53.000Z,,,2023-0003,3,4.1,,2023-01-02T00:00:00.000Z
114,,0,,,2023-01-03T08:09:47.000Z,-3.73,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20230004_20230103_130615.pdf,-79.04,,1970-01-01T08:06:15.000Z,,8410,1,"126 km al NE de Ayabaca, Ayabaca - Piura",2023-01-03T08:09:47.000Z,,,2023-0004,4,4.3,,2023-01-03T00:00:00.000Z
136,,0,,,2023-01-04T18:29:51.000Z,-19.23,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20230005_20230104_232347.pdf,-69.3,,1970-01-01T18:23:47.000Z,,8411,1,"167 km al SE de Calana, Tacna - Tacna",2023-01-04T18:29:51.000Z,,,2023-0005,5,4.9,,2023-01-04T00:00:00.000Z
107,,0,III  Villa Rica,,2023-01-04T22:47:56.000Z,-10.62,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20230006_20230105_033818.pdf,-74.98,,1970-01-01T22:38:18.000Z,,8412,1,"36 km al E de Villa Rica, Oxapampa - Pasco",2023-01-04T22:47:56.000Z,,,2023-0006,6,5,,2023-01-04T00:00:00.000Z
122,,0,,,2023-01-05T16:22:34.000Z,-9.84,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20230007_20230105_211919.pdf,-74.75,,1970-01-01T16:19:19.000Z,,8413,1,"56 km al SE de Puerto Inca, Puerto Inca - Huanuco",2023-01-05T16:22:34.000Z,,,2023-0007,7,4,,2023-01-05T00:00:00.000Z
27,,0,,,2023-01-06T07:38:31.000Z,-4.01,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20230008_20230106_123316.pdf,-81.72,,1970-01-01T07:33:16.000Z,,8414,1,"76 km al O de Mancora, Talara - Piura",2023-01-06T07:38:31.000Z,,,2023-0008,8,4.1,,2023-01-06T00:00:00.000Z
30,,0,III-IV  Chimbote,,2023-01-06T11:53:24.000Z,-9.35,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20230009_20230106_165001.pdf,-79.25,,1970-01-01T11:50:01.000Z,,8415,1,"79 km al SO de Chimbote, Santa - Ancash",2023-01-06T11:53:24.000Z,,,2023-0009,9,5.1,,2023-01-06T00:00:00.000Z
19,,0,III  Sihuas,,2023-01-06T14:33:17.000Z,-8.38,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20230010_20230106_192727.pdf,-77.63,,1970-01-01T14:27:27.000Z,,8416,1,"19 km al N de Sihuas, Sihuas - Ancash",2023-01-06T14:33:17.000Z,,,2023-0010,10,3.5,,2023-01-06T00:00:00.000Z
