NOM_TIPO;NOM_DPTO;NOM_MUSEO;ADU_BOLESPPAGANTES;EST_BOLESPPAGANTES;NIN_BOLESPPAGANTES;MIL_BOLESPPAGANTES;ADM_BOLESPPAGANTES;TOTAL_PAGANTES
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;3,683
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;825
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;4,508
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;1,948
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;568
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;2,516
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;2,199
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;813
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;3,012
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;6,542
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;1,460
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;8,002
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;5,140
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;1,196
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;6,336
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;2,916
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;532
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;3,448
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;6,136
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;611
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;6,747
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;5,461
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;547
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;6,008
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;1,029
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;185
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;1,214
Nacionales;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;12
Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Nacionales Y Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;12
Nacionales;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;60
Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;1
Nacionales Y Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;61
Nacionales;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;8
Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;1
Nacionales Y Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;9
Nacionales;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Nacionales Y Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Nacionales;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;44
Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Nacionales Y Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;44
Nacionales;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;202
Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Nacionales Y Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;202
Nacionales;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;369
Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Nacionales Y Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;369
Nacionales;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;108
Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Nacionales Y Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;108
Nacionales;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;53
Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Nacionales Y Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;53
Nacionales;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;920
Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Nacionales Y Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;920
Nacionales;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;98
Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Nacionales Y Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;98
Nacionales;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Nacionales Y Extranjeros;Ancash;Sitio Arqueologico Pañamarca;0;0;0;0;0;0
Nacionales;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;46
Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;38
Nacionales Y Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;84
Nacionales;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;12
Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;43
Nacionales Y Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;55
Nacionales;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;38
Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;24
Nacionales Y Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;62
Nacionales;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;72
Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;36
Nacionales Y Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;108
Nacionales;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;86
Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;50
Nacionales Y Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;136
Nacionales;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;101
Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;44
Nacionales Y Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;145
Nacionales;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;246
Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;0
Nacionales Y Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;246
Nacionales;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;175
Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;77
Nacionales Y Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;252
Nacionales;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;167
Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;60
Nacionales Y Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;227
Nacionales;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;165
Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;14
Nacionales Y Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;179
Nacionales;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;157
Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;10
Nacionales Y Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;167
Nacionales;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;84
Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;0
Nacionales Y Extranjeros;Apurimac;Sitio Arqueologico Saihuite;0;0;0;0;0;84
Nacionales;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;76
Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;38
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;114
Nacionales;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;40
Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;15
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;55
Nacionales;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;38
Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;52
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;90
Nacionales;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;115
Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;22
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;137
Nacionales;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;80
Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;36
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;116
Nacionales;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;157
Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;62
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;219
Nacionales;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;417
Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;108
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;525
Nacionales;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;221
Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;96
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;317
Nacionales;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;106
Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;83
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;189
Nacionales;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;206
Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;57
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;263
Nacionales;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;57
Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;71
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;128
Nacionales;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;34
Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;23
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico Toro Muerto;0;0;0;0;0;57
Nacionales;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;55
Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;0
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;55
Nacionales;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;23
Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;0
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;23
Nacionales;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;26
Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;0
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;26
Nacionales;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;41
Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;0
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;41
Nacionales;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;47
Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;0
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;47
Nacionales;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;49
Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;0
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;49
Nacionales;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;30
Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;0
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;30
Nacionales;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;64
Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;0
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;64
Nacionales;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;50
Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;0
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;50
Nacionales;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;78
Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;0
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;78
Nacionales;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;91
Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;0
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;91
Nacionales;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;35
Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;0
Nacionales Y Extranjeros;Arequipa;Complejo Arqueologico de Uyo Uyo;0;0;0;0;0;35
Nacionales;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;28
Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;4
Nacionales Y Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;32
Nacionales;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;56
Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;7
Nacionales Y Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;63
Nacionales;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;63
Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;3
Nacionales Y Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;66
Nacionales;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;418
Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;59
Nacionales Y Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;477
Nacionales;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;219
Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;4
Nacionales Y Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;223
Nacionales;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;328
Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;6
Nacionales Y Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;334
Nacionales;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;567
Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;22
Nacionales Y Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;589
Nacionales;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;210
Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;9
Nacionales Y Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;219
Nacionales;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;214
Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;8
Nacionales Y Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;222
Nacionales;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;0
Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;0
Nacionales Y Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;0
Nacionales;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;422
Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;14
Nacionales Y Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;436
Nacionales;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;164
Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;5
Nacionales Y Extranjeros;Ayacucho;Sitio Arqueologico Intihuatana;0;0;0;0;0;169
Nacionales;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;932
Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;158
Nacionales Y Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;1,090
Nacionales;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;1,113
Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;222
Nacionales Y Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;1,335
Nacionales;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;540
Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;123
Nacionales Y Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;663
Nacionales;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;933
Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;130
Nacionales Y Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;1,063
Nacionales;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;809
Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;172
Nacionales Y Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;981
Nacionales;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;1,037
Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;164
Nacionales Y Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;1,201
Nacionales;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;3,112
Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;221
Nacionales Y Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;3,333
Nacionales;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;2,444
Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;396
Nacionales Y Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;2,840
Nacionales;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;1,988
Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;182
Nacionales Y Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;2,170
Nacionales;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;4,754
Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;264
Nacionales Y Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;5,018
Nacionales;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;6,159
Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;225
Nacionales Y Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;6,384
Nacionales;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;1,381
Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;145
Nacionales Y Extranjeros;Cajamarca;Paisaje Cultural Arqueologico Cumbemayo;0;0;0;0;0;1,526
Nacionales;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,533
Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;0
Nacionales Y Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,533
Nacionales;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,440
Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;178
Nacionales Y Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,618
Nacionales;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,052
Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;129
Nacionales Y Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,181
Nacionales;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,517
Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;170
Nacionales Y Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,687
Nacionales;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,383
Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;126
Nacionales Y Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,509
Nacionales;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,427
Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;106
Nacionales Y Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,533
Nacionales;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;3,210
Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;705
Nacionales Y Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;3,915
Nacionales;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;3,326
Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;220
Nacionales Y Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;3,546
Nacionales;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;2,524
Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;137
Nacionales Y Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;2,661
Nacionales;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;6,607
Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;202
Nacionales Y Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;6,809
Nacionales;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;8,399
Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;148
Nacionales Y Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;8,547
Nacionales;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,646
Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;44
Nacionales Y Extranjeros;Cajamarca;Centro Arqueologico Ventanilla de Otuzco;0;0;0;0;0;1,690
Nacionales;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;72
Extranjeros;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;12
Nacionales Y Extranjeros;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;84
Nacionales;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;40
Extranjeros;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;11
Nacionales Y Extranjeros;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;51
Nacionales;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;16
Extranjeros;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;15
Nacionales Y Extranjeros;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;31
Nacionales;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;67
Extranjeros;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;6
Nacionales Y Extranjeros;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;73
Nacionales;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;89
Extranjeros;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;5
Nacionales Y Extranjeros;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;94
Nacionales;Cajamarca;Monumento Arqueologico Kuntur Wasi;0;0;0;0;0;175
