ANIO;NOM_MES;NOM_DPTO;COD_TIPO;TOTAL_PAGANTES
2009;Enero;Ica;0;25
2009;Enero;Ica;1;15
2009;Enero;Ica;2;40
2009;Febrero;Ica;0;35
2009;Febrero;Ica;1;15
2009;Febrero;Ica;2;50
2009;Marzo;Ica;0;35
2009;Marzo;Ica;1;13
2009;Marzo;Ica;2;48
2009;Abril;Ica;0;46
2009;Abril;Ica;1;10
2009;Abril;Ica;2;56
2009;Mayo;Ica;0;60
2009;Mayo;Ica;1;15
2009;Mayo;Ica;2;75
2009;Junio;Ica;0;124
2009;Junio;Ica;1;6
2009;Junio;Ica;2;130
2009;Julio;Ica;0;99
2009;Julio;Ica;1;23
2009;Julio;Ica;2;122
2009;Agosto;Ica;0;61
2009;Agosto;Ica;1;16
2009;Agosto;Ica;2;77
2009;Setiembre;Ica;0;50
2009;Setiembre;Ica;1;9
2009;Setiembre;Ica;2;59
2009;Octubre;Ica;0;67
2009;Octubre;Ica;1;12
2009;Octubre;Ica;2;79
2009;Noviembre;Ica;0;133
2009;Noviembre;Ica;1;12
2009;Noviembre;Ica;2;145
2009;Diciembre;Ica;0;40
2009;Diciembre;Ica;1;5
2009;Diciembre;Ica;2;45
2009;Enero;Ica;0;990
2009;Enero;Ica;1;3,792
2009;Enero;Ica;2;4,782
2009;Febrero;Ica;0;199
2009;Febrero;Ica;1;3,505
2009;Febrero;Ica;2;3,704
2009;Marzo;Ica;0;35
2009;Marzo;Ica;1;3,810
2009;Marzo;Ica;2;3,845
2009;Abril;Ica;0;1,259
2009;Abril;Ica;1;3,408
2009;Abril;Ica;2;4,667
2009;Mayo;Ica;0;958
2009;Mayo;Ica;1;2,709
2009;Mayo;Ica;2;3,667
2009;Junio;Ica;0;1,102
2009;Junio;Ica;1;3,414
2009;Junio;Ica;2;4,516
2009;Julio;Ica;0;2,896
2009;Julio;Ica;1;3,713
2009;Julio;Ica;2;6,609
2009;Agosto;Ica;0;2,589
2009;Agosto;Ica;1;3,044
2009;Agosto;Ica;2;5,633
2009;Setiembre;Ica;0;3,237
2009;Setiembre;Ica;1;2,200
2009;Setiembre;Ica;2;5,437
2009;Octubre;Ica;0;3,300
2009;Octubre;Ica;1;2,021
2009;Octubre;Ica;2;5,321
2009;Noviembre;Ica;0;2,029
2009;Noviembre;Ica;1;3,416
2009;Noviembre;Ica;2;5,445
2009;Diciembre;Ica;0;1,225
2009;Diciembre;Ica;1;2,136
2009;Diciembre;Ica;2;3,361
2009;Enero;La Libertad;0;10,162
2009;Enero;La Libertad;1;2,355
2009;Enero;La Libertad;2;12,517
2009;Febrero;La Libertad;0;8,563
2009;Febrero;La Libertad;1;2,882
2009;Febrero;La Libertad;2;11,445
2009;Marzo;La Libertad;0;5,021
2009;Marzo;La Libertad;1;2,537
2009;Marzo;La Libertad;2;7,558
2009;Abril;La Libertad;0;8,704
2009;Abril;La Libertad;1;3,021
2009;Abril;La Libertad;2;11,725
2009;Mayo;La Libertad;0;7,043
2009;Mayo;La Libertad;1;2,792
2009;Mayo;La Libertad;2;9,835
2009;Junio;La Libertad;0;8,240
2009;Junio;La Libertad;1;2,764
2009;Junio;La Libertad;2;11,004
2009;Julio;La Libertad;0;5,718
2009;Julio;La Libertad;1;2,013
2009;Julio;La Libertad;2;7,731
2009;Agosto;La Libertad;0;3,098
2009;Agosto;La Libertad;1;2,092
2009;Agosto;La Libertad;2;5,190
2009;Setiembre;La Libertad;0;3,066
2009;Setiembre;La Libertad;1;1,563
2009;Setiembre;La Libertad;2;4,629
2009;Octubre;La Libertad;0;5,421
2009;Octubre;La Libertad;1;1,589
2009;Octubre;La Libertad;2;7,010
2009;Noviembre;La Libertad;0;7,847
2009;Noviembre;La Libertad;1;876
2009;Noviembre;La Libertad;2;8,723
2009;Diciembre;La Libertad;0;2,385
2009;Diciembre;La Libertad;1;813
2009;Diciembre;La Libertad;2;3,198
2009;Enero;La Libertad;0;6,009
2009;Enero;La Libertad;1;3,161
2009;Enero;La Libertad;2;9,170
2009;Febrero;La Libertad;0;5,369
2009;Febrero;La Libertad;1;2,002
2009;Febrero;La Libertad;2;7,371
2009;Marzo;La Libertad;0;3,095
2009;Marzo;La Libertad;1;2,269
2009;Marzo;La Libertad;2;5,364
2009;Abril;La Libertad;0;5,232
2009;Abril;La Libertad;1;2,300
2009;Abril;La Libertad;2;7,532
2009;Mayo;La Libertad;0;3,885
2009;Mayo;La Libertad;1;1,954
2009;Mayo;La Libertad;2;5,839
2009;Junio;La Libertad;0;5,424
2009;Junio;La Libertad;1;2,080
2009;Junio;La Libertad;2;7,504
2009;Julio;La Libertad;0;8,457
2009;Julio;La Libertad;1;2,181
2009;Julio;La Libertad;2;10,638
2009;Agosto;La Libertad;0;4,618
2009;Agosto;La Libertad;1;3,162
2009;Agosto;La Libertad;2;7,780
2009;Setiembre;La Libertad;0;5,681
2009;Setiembre;La Libertad;1;2,233
2009;Setiembre;La Libertad;2;7,914
2009;Octubre;La Libertad;0;7,910
2009;Octubre;La Libertad;1;2,249
2009;Octubre;La Libertad;2;10,159
2009;Noviembre;La Libertad;0;10,100
2009;Noviembre;La Libertad;1;2,709
2009;Noviembre;La Libertad;2;12,809
2009;Diciembre;La Libertad;0;4,233
2009;Diciembre;La Libertad;1;1,830
2009;Diciembre;La Libertad;2;6,063
2009;Enero;La Libertad;0;614
2009;Enero;La Libertad;1;315
2009;Enero;La Libertad;2;929
2009;Febrero;La Libertad;0;780
2009;Febrero;La Libertad;1;187
2009;Febrero;La Libertad;2;967
2009;Marzo;La Libertad;0;513
2009;Marzo;La Libertad;1;287
2009;Marzo;La Libertad;2;800
2009;Abril;La Libertad;0;3,717
2009;Abril;La Libertad;1;387
2009;Abril;La Libertad;2;4,104
2009;Mayo;La Libertad;0;2,665
2009;Mayo;La Libertad;1;369
2009;Mayo;La Libertad;2;3,034
2009;Junio;La Libertad;0;2,526
2009;Junio;La Libertad;1;345
2009;Junio;La Libertad;2;2,871
2009;Julio;La Libertad;0;2,952
2009;Julio;La Libertad;1;773
2009;Julio;La Libertad;2;3,725
2009;Agosto;La Libertad;0;1,978
2009;Agosto;La Libertad;1;796
2009;Agosto;La Libertad;2;2,774
2009;Setiembre;La Libertad;0;2,107
2009;Setiembre;La Libertad;1;450
2009;Setiembre;La Libertad;2;2,557
2009;Octubre;La Libertad;0;3,046
2009;Octubre;La Libertad;1;497
2009;Octubre;La Libertad;2;3,543
2009;Noviembre;La Libertad;0;2,961
2009;Noviembre;La Libertad;1;487
2009;Noviembre;La Libertad;2;3,448
2009;Diciembre;La Libertad;0;1,451
2009;Diciembre;La Libertad;1;389
2009;Diciembre;La Libertad;2;1,840
2009;Enero;La Libertad;0;3,086
2009;Enero;La Libertad;1;1,164
2009;Enero;La Libertad;2;4,250
2009;Febrero;La Libertad;0;3,546
2009;Febrero;La Libertad;1;945
2009;Febrero;La Libertad;2;4,491
2009;Marzo;La Libertad;0;1,744
2009;Marzo;La Libertad;1;867
2009;Marzo;La Libertad;2;2,611
2009;Abril;La Libertad;0;4,102
2009;Abril;La Libertad;1;965
2009;Abril;La Libertad;2;5,067
2009;Mayo;La Libertad;0;2,832
2009;Mayo;La Libertad;1;866
2009;Mayo;La Libertad;2;3,698
2009;Junio;La Libertad;0;3,249
2009;Junio;La Libertad;1;759
2009;Junio;La Libertad;2;4,008
2009;Julio;La Libertad;0;3,847
2009;Julio;La Libertad;1;1,093
2009;Julio;La Libertad;2;4,940
2009;Agosto;La Libertad;0;2,660
2009;Agosto;La Libertad;1;913
2009;Agosto;La Libertad;2;3,573
2009;Setiembre;La Libertad;0;2,644
2009;Setiembre;La Libertad;1;1,017
2009;Setiembre;La Libertad;2;3,661
2009;Octubre;La Libertad;0;4,421
2009;Octubre;La Libertad;1;869
2009;Octubre;La Libertad;2;5,290
2009;Noviembre;La Libertad;0;4,940
2009;Noviembre;La Libertad;1;844
2009;Noviembre;La Libertad;2;5,784
2009;Diciembre;La Libertad;0;1,794
2009;Diciembre;La Libertad;1;467
2009;Diciembre;La Libertad;2;2,261
2009;Enero;Lima;0;1,622
2009;Enero;Lima;1;298
2009;Enero;Lima;2;1,920
2009;Febrero;Lima;0;1,122
2009;Febrero;Lima;1;219
2009;Febrero;Lima;2;1,341
2009;Marzo;Lima;0;1,496
2009;Marzo;Lima;1;273
2009;Marzo;Lima;2;1,769
2009;Abril;Lima;0;4,364
2009;Abril;Lima;1;383
2009;Abril;Lima;2;4,747
2009;Mayo;Lima;0;2,664
2009;Mayo;Lima;1;387
2009;Mayo;Lima;2;3,051
2009;Junio;Lima;0;3,010
2009;Junio;Lima;1;417
2009;Junio;Lima;2;3,427
2009;Julio;Lima;0;8,786
2009;Julio;Lima;1;711
2009;Julio;Lima;2;9,497
2009;Agosto;Lima;0;3,439
2009;Agosto;Lima;1;549
2009;Agosto;Lima;2;3,988
2009;Setiembre;Lima;0;3,218
2009;Setiembre;Lima;1;366
2009;Setiembre;Lima;2;3,584
2009;Octubre;Lima;0;4,981
2009;Octubre;Lima;1;450
2009;Octubre;Lima;2;5,431
2009;Noviembre;Lima;0;3,138
2009;Noviembre;Lima;1;378
2009;Noviembre;Lima;2;3,516
2009;Diciembre;Lima;0;1,781
2009;Diciembre;Lima;1;366
2009;Diciembre;Lima;2;2,147
2009;Enero;Moquegua;0;0
2009;Enero;Moquegua;1;0
2009;Enero;Moquegua;2;0
2009;Febrero;Moquegua;0;0
2009;Febrero;Moquegua;1;0
2009;Febrero;Moquegua;2;0
2009;Marzo;Moquegua;0;0
2009;Marzo;Moquegua;1;0
2009;Marzo;Moquegua;2;0
2009;Abril;Moquegua;0;0
2009;Abril;Moquegua;1;0
2009;Abril;Moquegua;2;0
2009;Mayo;Moquegua;0;0
2009;Mayo;Moquegua;1;0
2009;Mayo;Moquegua;2;0
2009;Junio;Moquegua;0;0
2009;Junio;Moquegua;1;0
2009;Junio;Moquegua;2;0
2009;Julio;Moquegua;0;0
2009;Julio;Moquegua;1;0
2009;Julio;Moquegua;2;0
2009;Agosto;Moquegua;0;0
2009;Agosto;Moquegua;1;0
2009;Agosto;Moquegua;2;0
2009;Setiembre;Moquegua;0;0
2009;Setiembre;Moquegua;1;0
2009;Setiembre;Moquegua;2;0
2009;Octubre;Moquegua;0;0
2009;Octubre;Moquegua;1;0
2009;Octubre;Moquegua;2;0
2009;Noviembre;Moquegua;0;0
2009;Noviembre;Moquegua;1;0
2009;Noviembre;Moquegua;2;0
2009;Diciembre;Moquegua;0;0
2009;Diciembre;Moquegua;1;0
2009;Diciembre;Moquegua;2;0
2009;Enero;Pasco;0;0
2009;Enero;Pasco;1;0
2009;Enero;Pasco;2;0
2009;Febrero;Pasco;0;0
2009;Febrero;Pasco;1;0
2009;Febrero;Pasco;2;0
2009;Marzo;Pasco;0;0
2009;Marzo;Pasco;1;0
2009;Marzo;Pasco;2;0
2009;Abril;Pasco;0;0
2009;Abril;Pasco;1;0
2009;Abril;Pasco;2;0
2009;Mayo;Pasco;0;0
2009;Mayo;Pasco;1;0
2009;Mayo;Pasco;2;0
2009;Junio;Pasco;0;0
2009;Junio;Pasco;1;0
2009;Junio;Pasco;2;0
2009;Julio;Pasco;0;0
2009;Julio;Pasco;1;0
2009;Julio;Pasco;2;0
2009;Agosto;Pasco;0;0
2009;Agosto;Pasco;1;0
2009;Agosto;Pasco;2;0
2009;Setiembre;Pasco;0;0
2009;Setiembre;Pasco;1;0
2009;Setiembre;Pasco;2;0
2009;Octubre;Pasco;0;0
2009;Octubre;Pasco;1;0
2009;Octubre;Pasco;2;0
2009;Noviembre;Pasco;0;0
2009;Noviembre;Pasco;1;0
2009;Noviembre;Pasco;2;0
2009;Diciembre;Pasco;0;0
2009;Diciembre;Pasco;1;0
2009;Diciembre;Pasco;2;0
2009;Enero;Piura;0;0
2009;Enero;Piura;1;0
2009;Enero;Piura;2;0
2009;Febrero;Piura;0;0
2009;Febrero;Piura;1;0
2009;Febrero;Piura;2;0
2009;Marzo;Piura;0;16
2009;Marzo;Piura;1;0
2009;Marzo;Piura;2;16
2009;Abril;Piura;0;76
2009;Abril;Piura;1;0
2009;Abril;Piura;2;76
2009;Mayo;Piura;0;171
2009;Mayo;Piura;1;0
2009;Mayo;Piura;2;171
2009;Junio;Piura;0;114
2009;Junio;Piura;1;0
2009;Junio;Piura;2;114
2009;Julio;Piura;0;0
2009;Julio;Piura;1;0
2009;Julio;Piura;2;0
2009;Agosto;Piura;0;0
2009;Agosto;Piura;1;0
2009;Agosto;Piura;2;0
2009;Setiembre;Piura;0;0
2009;Setiembre;Piura;1;0
2009;Setiembre;Piura;2;0
2009;Octubre;Piura;0;0
2009;Octubre;Piura;1;0
2009;Octubre;Piura;2;0
2009;Noviembre;Piura;0;0
2009;Noviembre;Piura;1;0
2009;Noviembre;Piura;2;0
2009;Diciembre;Piura;0;0
2009;Diciembre;Piura;1;0
2009;Diciembre;Piura;2;0
2009;Enero;Puno;0;11
2009;Enero;Puno;1;35
2009;Enero;Puno;2;46
2009;Febrero;Puno;0;41
2009;Febrero;Puno;1;29
2009;Febrero;Puno;2;70
2009;Marzo;Puno;0;20
2009;Marzo;Puno;1;11
2009;Marzo;Puno;2;31
2009;Abril;Puno;0;51
2009;Abril;Puno;1;37
2009;Abril;Puno;2;88
2009;Mayo;Puno;0;19
2009;Mayo;Puno;1;31
2009;Mayo;Puno;2;50
2009;Junio;Puno;0;3
2009;Junio;Puno;1;30
2009;Junio;Puno;2;33
2009;Julio;Puno;0;51
2009;Julio;Puno;1;51
2009;Julio;Puno;2;102
2009;Agosto;Puno;0;15
2009;Agosto;Puno;1;43
2009;Agosto;Puno;2;58
2009;Setiembre;Puno;0;14
2009;Setiembre;Puno;1;49
2009;Setiembre;Puno;2;63
2009;Octubre;Puno;0;31
2009;Octubre;Puno;1;45
2009;Octubre;Puno;2;76
2009;Noviembre;Puno;0;20
2009;Noviembre;Puno;1;43
2009;Noviembre;Puno;2;63
2009;Diciembre;Puno;0;7
2009;Diciembre;Puno;1;23
2009;Diciembre;Puno;2;30
2009;Enero;Puno;0;719
2009;Enero;Puno;1;3,126
2009;Enero;Puno;2;3,845
2009;Febrero;Puno;0;1,020
2009;Febrero;Puno;1;3,212
2009;Febrero;Puno;2;4,232
2009;Marzo;Puno;0;510
2009;Marzo;Puno;1;4,355
2009;Marzo;Puno;2;4,865
2009;Abril;Puno;0;935
2009;Abril;Puno;1;4,562
2009;Abril;Puno;2;5,497
2009;Mayo;Puno;0;955
2009;Mayo;Puno;1;4,226
2009;Mayo;Puno;2;5,181
2009;Junio;Puno;0;640
2009;Junio;Puno;1;3,537
2009;Junio;Puno;2;4,177
2009;Julio;Puno;0;907
2009;Julio;Puno;1;4,413
2009;Julio;Puno;2;5,320
2009;Agosto;Puno;0;1,344
2009;Agosto;Puno;1;3,759
2009;Agosto;Puno;2;5,103
2009;Setiembre;Puno;0;827
2009;Setiembre;Puno;1;2,410
2009;Setiembre;Puno;2;3,237
2009;Octubre;Puno;0;602
2009;Octubre;Puno;1;4,806
2009;Octubre;Puno;2;5,408
2009;Noviembre;Puno;0;550
2009;Noviembre;Puno;1;1,480
2009;Noviembre;Puno;2;2,030
2009;Diciembre;Puno;0;411
2009;Diciembre;Puno;1;1,762
2009;Diciembre;Puno;2;2,173
2010;Enero;Amazonas;0;1,091
2010;Enero;Amazonas;1;357
2010;Enero;Amazonas;2;1,448
2010;Febrero;Amazonas;0;764
2010;Febrero;Amazonas;1;523
2010;Febrero;Amazonas;2;1,287
2010;Marzo;Amazonas;0;444
2010;Marzo;Amazonas;1;439
2010;Marzo;Amazonas;2;883
2010;Abril;Amazonas;0;1,117
2010;Abril;Amazonas;1;445
2010;Abril;Amazonas;2;1,562
2010;Mayo;Amazonas;0;584
2010;Mayo;Amazonas;1;401
2010;Mayo;Amazonas;2;985
2010;Junio;Amazonas;0;714
2010;Junio;Amazonas;1;458
2010;Junio;Amazonas;2;1,172
2010;Julio;Amazonas;0;2,482
2010;Julio;Amazonas;1;963
2010;Julio;Amazonas;2;3,445
2010;Agosto;Amazonas;0;2,267
2010;Agosto;Amazonas;1;735
2010;Agosto;Amazonas;2;3,002
2010;Setiembre;Amazonas;0;1,660
2010;Setiembre;Amazonas;1;593
2010;Setiembre;Amazonas;2;2,253
2010;Octubre;Amazonas;0;1,901
2010;Octubre;Amazonas;1;471
2010;Octubre;Amazonas;2;2,372
2010;Noviembre;Amazonas;0;3,043
2010;Noviembre;Amazonas;1;366
2010;Noviembre;Amazonas;2;3,409
2010;Diciembre;Amazonas;0;1,420
2010;Diciembre;Amazonas;1;389
2010;Diciembre;Amazonas;2;1,809
2010;Enero;Ancash;0;1,921
2010;Enero;Ancash;1;537
2010;Enero;Ancash;2;2,458
2010;Febrero;Ancash;0;1,403
2010;Febrero;Ancash;1;458
2010;Febrero;Ancash;2;1,861
2010;Marzo;Ancash;0;1,016
2010;Marzo;Ancash;1;400
2010;Marzo;Ancash;2;1,416
2010;Abril;Ancash;0;3,683
2010;Abril;Ancash;1;825
2010;Abril;Ancash;2;4,508
2010;Mayo;Ancash;0;1,948
2010;Mayo;Ancash;1;568
2010;Mayo;Ancash;2;2,516
2010;Junio;Ancash;0;2,199
2010;Junio;Ancash;1;813
2010;Junio;Ancash;2;3,012
2010;Julio;Ancash;0;6,542
2010;Julio;Ancash;1;1,460
2010;Julio;Ancash;2;8,002
2010;Agosto;Ancash;0;5,140
2010;Agosto;Ancash;1;1,196
2010;Agosto;Ancash;2;6,336
2010;Setiembre;Ancash;0;2,916
2010;Setiembre;Ancash;1;532
2010;Setiembre;Ancash;2;3,448
2010;Octubre;Ancash;0;6,136
2010;Octubre;Ancash;1;611
2010;Octubre;Ancash;2;6,747
2010;Noviembre;Ancash;0;5,461
2010;Noviembre;Ancash;1;547
2010;Noviembre;Ancash;2;6,008
2010;Diciembre;Ancash;0;1,029
2010;Diciembre;Ancash;1;185
2010;Diciembre;Ancash;2;1,214
2010;Enero;Ancash;0;12
2010;Enero;Ancash;1;0
2010;Enero;Ancash;2;12
2010;Febrero;Ancash;0;60
2010;Febrero;Ancash;1;1
2010;Febrero;Ancash;2;61
2010;Marzo;Ancash;0;8
2010;Marzo;Ancash;1;1
2010;Marzo;Ancash;2;9
2010;Abril;Ancash;0;0
2010;Abril;Ancash;1;0
2010;Abril;Ancash;2;0
2010;Mayo;Ancash;0;44
2010;Mayo;Ancash;1;0
2010;Mayo;Ancash;2;44
2010;Junio;Ancash;0;202
2010;Junio;Ancash;1;0
2010;Junio;Ancash;2;202
2010;Julio;Ancash;0;369
2010;Julio;Ancash;1;0
2010;Julio;Ancash;2;369
2010;Agosto;Ancash;0;108
2010;Agosto;Ancash;1;0
2010;Agosto;Ancash;2;108
2010;Setiembre;Ancash;0;53
2010;Setiembre;Ancash;1;0
2010;Setiembre;Ancash;2;53
2010;Octubre;Ancash;0;920
2010;Octubre;Ancash;1;0
2010;Octubre;Ancash;2;920
2010;Noviembre;Ancash;0;98
2010;Noviembre;Ancash;1;0
2010;Noviembre;Ancash;2;98
2010;Diciembre;Ancash;0;0
2010;Diciembre;Ancash;1;0
2010;Diciembre;Ancash;2;0
2010;Enero;Apurimac;0;46
2010;Enero;Apurimac;1;38
2010;Enero;Apurimac;2;84
2010;Febrero;Apurimac;0;12
2010;Febrero;Apurimac;1;43
2010;Febrero;Apurimac;2;55
2010;Marzo;Apurimac;0;38
2010;Marzo;Apurimac;1;24
2010;Marzo;Apurimac;2;62
2010;Abril;Apurimac;0;72
2010;Abril;Apurimac;1;36
2010;Abril;Apurimac;2;108
2010;Mayo;Apurimac;0;86
2010;Mayo;Apurimac;1;50
2010;Mayo;Apurimac;2;136
2010;Junio;Apurimac;0;101
2010;Junio;Apurimac;1;44
2010;Junio;Apurimac;2;145
2010;Julio;Apurimac;0;246
2010;Julio;Apurimac;1;0
2010;Julio;Apurimac;2;246
2010;Agosto;Apurimac;0;175
2010;Agosto;Apurimac;1;77
2010;Agosto;Apurimac;2;252
2010;Setiembre;Apurimac;0;167
2010;Setiembre;Apurimac;1;60
2010;Setiembre;Apurimac;2;227
2010;Octubre;Apurimac;0;165
2010;Octubre;Apurimac;1;14
2010;Octubre;Apurimac;2;179
2010;Noviembre;Apurimac;0;157
2010;Noviembre;Apurimac;1;10
2010;Noviembre;Apurimac;2;167
2010;Diciembre;Apurimac;0;84
2010;Diciembre;Apurimac;1;0
2010;Diciembre;Apurimac;2;84
2010;Enero;Arequipa;0;76
2010;Enero;Arequipa;1;38
2010;Enero;Arequipa;2;114
2010;Febrero;Arequipa;0;40
2010;Febrero;Arequipa;1;15
2010;Febrero;Arequipa;2;55
2010;Marzo;Arequipa;0;38
2010;Marzo;Arequipa;1;52
2010;Marzo;Arequipa;2;90
2010;Abril;Arequipa;0;115
2010;Abril;Arequipa;1;22
2010;Abril;Arequipa;2;137
2010;Mayo;Arequipa;0;80
2010;Mayo;Arequipa;1;36
2010;Mayo;Arequipa;2;116
2010;Junio;Arequipa;0;157
2010;Junio;Arequipa;1;62
2010;Junio;Arequipa;2;219
2010;Julio;Arequipa;0;417
2010;Julio;Arequipa;1;108
2010;Julio;Arequipa;2;525
2010;Agosto;Arequipa;0;221
2010;Agosto;Arequipa;1;96
2010;Agosto;Arequipa;2;317
2010;Setiembre;Arequipa;0;106
2010;Setiembre;Arequipa;1;83
2010;Setiembre;Arequipa;2;189
2010;Octubre;Arequipa;0;206
2010;Octubre;Arequipa;1;57
2010;Octubre;Arequipa;2;263
2010;Noviembre;Arequipa;0;57
2010;Noviembre;Arequipa;1;71
2010;Noviembre;Arequipa;2;128
2010;Diciembre;Arequipa;0;34
2010;Diciembre;Arequipa;1;23
2010;Diciembre;Arequipa;2;57
2010;Enero;Arequipa;0;55
2010;Enero;Arequipa;1;0
2010;Enero;Arequipa;2;55
2010;Febrero;Arequipa;0;23
2010;Febrero;Arequipa;1;0
2010;Febrero;Arequipa;2;23
2010;Marzo;Arequipa;0;26
2010;Marzo;Arequipa;1;0
2010;Marzo;Arequipa;2;26
2010;Abril;Arequipa;0;41
2010;Abril;Arequipa;1;0
2010;Abril;Arequipa;2;41
2010;Mayo;Arequipa;0;47
2010;Mayo;Arequipa;1;0
2010;Mayo;Arequipa;2;47
2010;Junio;Arequipa;0;49
2010;Junio;Arequipa;1;0
2010;Junio;Arequipa;2;49
2010;Julio;Arequipa;0;30
2010;Julio;Arequipa;1;0
2010;Julio;Arequipa;2;30
2010;Agosto;Arequipa;0;64
2010;Agosto;Arequipa;1;0
2010;Agosto;Arequipa;2;64
2010;Setiembre;Arequipa;0;50
2010;Setiembre;Arequipa;1;0
2010;Setiembre;Arequipa;2;50
2010;Octubre;Arequipa;0;78
2010;Octubre;Arequipa;1;0
2010;Octubre;Arequipa;2;78
2010;Noviembre;Arequipa;0;91
2010;Noviembre;Arequipa;1;0
2010;Noviembre;Arequipa;2;91
2010;Diciembre;Arequipa;0;35
2010;Diciembre;Arequipa;1;0
2010;Diciembre;Arequipa;2;35
2010;Enero;Ayacucho;0;28
2010;Enero;Ayacucho;1;4
2010;Enero;Ayacucho;2;32
2010;Febrero;Ayacucho;0;56
2010;Febrero;Ayacucho;1;7
2010;Febrero;Ayacucho;2;63
2010;Marzo;Ayacucho;0;63
2010;Marzo;Ayacucho;1;3
2010;Marzo;Ayacucho;2;66
2010;Abril;Ayacucho;0;418
2010;Abril;Ayacucho;1;59
2010;Abril;Ayacucho;2;477
2010;Mayo;Ayacucho;0;219
2010;Mayo;Ayacucho;1;4
2010;Mayo;Ayacucho;2;223
2010;Junio;Ayacucho;0;328
2010;Junio;Ayacucho;1;6
2010;Junio;Ayacucho;2;334
2010;Julio;Ayacucho;0;567
2010;Julio;Ayacucho;1;22
2010;Julio;Ayacucho;2;589
2010;Agosto;Ayacucho;0;210
2010;Agosto;Ayacucho;1;9
2010;Agosto;Ayacucho;2;219
2010;Setiembre;Ayacucho;0;214
2010;Setiembre;Ayacucho;1;8
2010;Setiembre;Ayacucho;2;222
2010;Octubre;Ayacucho;0;0
2010;Octubre;Ayacucho;1;0
2010;Octubre;Ayacucho;2;0
2010;Noviembre;Ayacucho;0;422
2010;Noviembre;Ayacucho;1;14
2010;Noviembre;Ayacucho;2;436
2010;Diciembre;Ayacucho;0;164
2010;Diciembre;Ayacucho;1;5
2010;Diciembre;Ayacucho;2;169
2010;Enero;Cajamarca;0;932
2010;Enero;Cajamarca;1;158
2010;Enero;Cajamarca;2;1,090
2010;Febrero;Cajamarca;0;1,113
2010;Febrero;Cajamarca;1;222
2010;Febrero;Cajamarca;2;1,335
2010;Marzo;Cajamarca;0;540
2010;Marzo;Cajamarca;1;123
2010;Marzo;Cajamarca;2;663
2010;Abril;Cajamarca;0;933
2010;Abril;Cajamarca;1;130
2010;Abril;Cajamarca;2;1,063
2010;Mayo;Cajamarca;0;809
2010;Mayo;Cajamarca;1;172
2010;Mayo;Cajamarca;2;981
2010;Junio;Cajamarca;0;1,037
2010;Junio;Cajamarca;1;164
2010;Junio;Cajamarca;2;1,201
2010;Julio;Cajamarca;0;3,112
2010;Julio;Cajamarca;1;221
2010;Julio;Cajamarca;2;3,333
2010;Agosto;Cajamarca;0;2,444
2010;Agosto;Cajamarca;1;396
2010;Agosto;Cajamarca;2;2,840
2010;Setiembre;Cajamarca;0;1,988
2010;Setiembre;Cajamarca;1;182
2010;Setiembre;Cajamarca;2;2,170
2010;Octubre;Cajamarca;0;4,754
2010;Octubre;Cajamarca;1;264
2010;Octubre;Cajamarca;2;5,018
2010;Noviembre;Cajamarca;0;6,159
2010;Noviembre;Cajamarca;1;225
2010;Noviembre;Cajamarca;2;6,384
2010;Diciembre;Cajamarca;0;1,381
2010;Diciembre;Cajamarca;1;145
2010;Diciembre;Cajamarca;2;1,526
2010;Enero;Cajamarca;0;1,533
2010;Enero;Cajamarca;1;0
2010;Enero;Cajamarca;2;1,533
2010;Febrero;Cajamarca;0;1,440
2010;Febrero;Cajamarca;1;178
2010;Febrero;Cajamarca;2;1,618
2010;Marzo;Cajamarca;0;1,052
2010;Marzo;Cajamarca;1;129
2010;Marzo;Cajamarca;2;1,181
2010;Abril;Cajamarca;0;1,517
2010;Abril;Cajamarca;1;170
2010;Abril;Cajamarca;2;1,687
2010;Mayo;Cajamarca;0;1,383
2010;Mayo;Cajamarca;1;126
2010;Mayo;Cajamarca;2;1,509
2010;Junio;Cajamarca;0;1,427
2010;Junio;Cajamarca;1;106
2010;Junio;Cajamarca;2;1,533
2010;Julio;Cajamarca;0;3,210
2010;Julio;Cajamarca;1;705
2010;Julio;Cajamarca;2;3,915
2010;Agosto;Cajamarca;0;3,326
2010;Agosto;Cajamarca;1;220
2010;Agosto;Cajamarca;2;3,546
2010;Setiembre;Cajamarca;0;2,524
2010;Setiembre;Cajamarca;1;137
2010;Setiembre;Cajamarca;2;2,661
2010;Octubre;Cajamarca;0;6,607
2010;Octubre;Cajamarca;1;202
2010;Octubre;Cajamarca;2;6,809
2010;Noviembre;Cajamarca;0;8,399
2010;Noviembre;Cajamarca;1;148
2010;Noviembre;Cajamarca;2;8,547
2010;Diciembre;Cajamarca;0;1,646
2010;Diciembre;Cajamarca;1;44
2010;Diciembre;Cajamarca;2;1,690
2010;Enero;Cajamarca;0;72
2010;Enero;Cajamarca;1;12
2010;Enero;Cajamarca;2;84
2010;Febrero;Cajamarca;0;40
2010;Febrero;Cajamarca;1;11
2010;Febrero;Cajamarca;2;51
2010;Marzo;Cajamarca;0;16
2010;Marzo;Cajamarca;1;15
2010;Marzo;Cajamarca;2;31
2010;Abril;Cajamarca;0;67
2010;Abril;Cajamarca;1;6
2010;Abril;Cajamarca;2;73
2010;Mayo;Cajamarca;0;89
2010;Mayo;Cajamarca;1;5
2010;Mayo;Cajamarca;2;94
